,word,freq
418,writing,385736
419,primary,385456
420,culture,384241
421,reached,384093
422,above,383152
423,action,383121
424,lower,382942
425,least,382397
426,historic,382309
427,bridge,382031
428,industry,381558
429,management,380674
430,female,379454
431,assembly,376953
432,attack,375258
433,rather,375175
434,aircraft,374453
435,africa,374191
436,scored,373914
437,attended,373793
438,technology,373383
439,beginning,372813
440,contract,372773
441,placed,372488
442,valley,371283
443,market,370621
444,ground,369834
445,operations,369736
446,systems,368761
447,decided,368649
448,almost,368014
449,results,367341
450,introduced,367077
451,shows,366887
452,prior,366500
453,native,366398
454,italian,365704
455,theatre,365318
456,today,363928
457,buildings,363579
458,success,363401
459,outside,362765
460,spanish,362412
461,medal,361280
462,regional,360886
463,parts,360343
464,active,360301
465,michael,359528
466,listed,358769
467,henry,358020
468,behind,357947
469,african,357355
470,collection,357088
471,initially,354857
472,future,353662
473,commission,352904
474,start,352840
475,economic,352656
476,parliament,352353
477,leader,351917
478,represented,351649
479,approximately,351618
480,officer,351280
481,families,350653
482,foreign,350584
483,whose,350363
484,structure,350059
485,regular,349901
486,natural,349656
487,trade,349057
488,texas,348969
489,basketball,348298
490,provide,347391
491,winning,347355
492,successful,347075
493,novel,346531
494,brought,345376
495,municipality,345372
496,higher,344880
497,staff,344036
498,sometimes,340406
499,governor,340046
500,possible,339942
501,defeated,339659
502,operation,339619
503,artist,339587
504,highway,339053
505,significant,338335
506,units,338264
507,christian,338237
508,taking,337224
509,interest,336254
510,especially,335819
511,limited,335749
512,ended,335264
513,notable,334840
514,towards,333123
515,changed,332649
516,background,331824
517,catholic,330770
518,location,330413
519,traditional,330175
520,disambiguation,329493
521,allowed,328929
522,foundation,327830
523,paris,327702
524,plant,327185
525,rural,326476
526,money,326178
527,generally,326141
528,square,325931
529,below,325871
530,child,325178
531,energy,324517
532,roman,324429
533,plays,323888
534,library,323521
535,woman,323037
536,standard,322988
537,owned,321084
538,spent,320803
539,commercial,320801
540,command,320763
541,victory,319617
542,manager,319176
543,strong,318844
544,channel,318441
545,itself,317794
546,youth,317749
547,zealand,317571
548,additional,317440
549,olympics,317250
550,peter,317043
551,course,316849
552,security,316629
553,annual,315969
554,airport,315747
555,brown,314485
556,soviet,314195
557,richard,313746
558,ireland,313692
559,mountain,313682
560,practice,313410
561,places,312759
562,earlier,312104
563,companies,311498
564,noted,311275
565,associated,311127
566,property,310846
567,report,310809
568,opening,310715
569,executive,310270
570,launched,309972
571,artists,309870
572,closed,309318
573,issues,309317
574,individual,309150
575,selected,309134
576,virginia,308857
577,studied,308777
578,matches,308642
579,numerous,308460
580,administration,307624
581,subsequently,307585
582,student,307358
583,activities,307022
584,press,306505
585,related,306408
586,edition,306393
587,secretary,305999
588,musical,305508
589,historical,305249
590,review,304041
591,legal,303719
592,singles,303474
593,lived,303035
594,access,302845
595,policy,302638
596,cultural,302311
597,means,301993
598,running,301192
599,captain,301102
600,required,300996
601,entered,300542
602,genus,300100
603,elections,299960
604,financial,299708
605,chicago,297394
606,sound,296923
607,already,295888
608,starting,295559
609,increased,294940
610,empire,294520
611,becoming,294256
612,democratic,294190
613,italy,292832
614,religious,292167
615,person,291532
616,majority,291350
617,stadium,291075
618,smith,290850
619,goals,289774
620,appearance,289430
621,complex,288928
622,better,288024
623,angeles,287872
624,competed,287709
625,lines,287319
626,writer,286876
627,older,286851
628,finally,286396
629,mexico,286231
630,congress,285249
631,islands,284955
632,cases,284882
633,contains,284562
634,chart,284492
635,changes,284401
636,caused,283456
637,terms,283319
638,stone,283168
639,characters,282602
640,decision,280758
641,overall,280411
642,retired,280405
643,mostly,280098
644,biography,280043
645,mission,279943
646,forest,279721
647,complete,279398
648,operated,278577
649,programs,278239
650,meeting,278018
651,cross,277879
652,serving,277759
653,thought,277629
654,particularly,277486
655,evidence,277386
656,hours,277204
657,status,277129
658,highest,277106
659,going,276948
660,justice,276193
661,greek,276155
662,supported,275881
663,politician,275563
664,author,274849
665,forced,274416
666,feature,274410
667,castle,273297
668,theory,273293
669,russia,273257
670,recording,271398
671,source,271261
672,passed,271092
673,junior,271060
674,wales,271030
675,earned,270570
676,remains,270279
677,relationship,269798
678,issue,269445
679,score,268977
680,income,268875
681,entire,267849
682,claimed,267842
683,florida,267790
684,engine,267474
685,singer,267312
686,create,266698
687,raised,266572
688,response,265992
689,nature,265808
690,upper,265737
691,saint,265533
692,parish,264556
693,fight,263920
694,marriage,263369
695,fellow,263219
696,administrative,263192
697,weeks,263116
698,bishop,263010
699,assistant,262563
700,names,262283
701,multiple,262248
702,seasons,262080
703,length,261903
704,baseball,261630
705,irish,261012
706,temple,260887
707,leaving,260876
708,famous,259843
709,minutes,259843
710,sister,259832
711,variety,259739
712,cover,259660
713,prime,259657
714,particular,259145
715,joseph,258962
716,presented,258627
717,helped,258612
718,material,258459
719,certain,257884
720,referred,257614
721,month,257088
722,pacific,256712
723,winter,256535
724,larger,256313
725,promoted,256148
726,regiment,255685
727,recent,255484
728,prince,255304
729,critical,255294
730,failed,255202
731,stations,255101
732,stars,254973
733,believed,254381
734,engineering,254196
735,ministry,254024
736,ancient,253871
737,spain,253720
738,shown,253347
739,distribution,253189
740,reception,252919
741,fifth,252346
742,hockey,252199
743,creek,251913
744,chairman,251809
745,footballer,251452
746,cities,251374
747,nations,251139
748,troops,250977
749,friends,250954
750,township,250880
751,composed,250683
752,graduated,250532
753,silver,250342
754,increase,250035
755,train,249880
756,actor,249874
757,dance,249428
758,journal,249190
759,forms,249170
760,proposed,248960
761,champion,248837
762,acquired,248695
763,carried,248684
764,longer,248475
765,remaining,248169
766,mainly,248091
767,experience,247688
768,broadcast,247476
769,movie,247094
770,individuals,246663
771,offered,246650
772,influence,246205
773,themselves,246183
774,houses,245791
775,branch,245594
776,minor,245547
777,husband,245295
778,effect,245242
779,territory,245156
780,jewish,245042
781,separate,244868
782,surface,244096
783,always,244026
784,border,242955
785,appearances,242565
786,tracks,242115
787,parents,241876
788,subject,241304
789,takes,241271
790,producer,241240
791,heart,241216
792,therefore,241168
793,plans,240763
794,mayor,240323
795,consists,239724
796,prize,239560
797,louis,239426
798,nearly,238959
799,corps,238618
800,rugby,238540
801,products,238238
802,carolina,238084
803,nearby,237501
804,transport,237499
805,senate,237420
806,meaning,237181
807,alongside,236934
808,edward,236384
809,digital,235950
810,article,235943
811,greater,235599
812,hotel,235502
813,friend,234648
814,conditions,234463
815,heavy,234234
816,queen,233767
817,description,233309
818,ships,232860
819,turned,232004
820,relations,231855
821,attempt,231042
822,martin,230858
823,spring,230791
824,arrived,230412
825,poland,230394
826,problems,230143
827,global,229952
828,authority,229863
829,extended,229653
830,responsible,229216
831,specific,229105
832,tower,228738
833,managed,228516
834,serve,228448
835,albums,227982
836,provides,227646
837,drama,227484
838,stories,227437
839,transferred,227435
840,constructed,227415
841,enough,227338
842,brothers,226687
843,dutch,226683
844,latter,226625
845,master,226578
846,residents,226513
847,defense,226317
848,formation,226225
849,asked,226172
850,lives,226153
851,republican,226087
852,wanted,225993
853,elements,225637
854,leave,225464
855,direct,225446
856,participated,225350
857,daily,225077
858,likely,224984
859,academic,224930
860,commander,224925
861,whether,224878
862,issued,224059
863,settlement,224029
864,candidate,223966
865,appears,223792
866,cause,223716
867,might,223407
868,primarily,223311
869,officers,223302
870,projects,222966
871,workers,222935
872,literature,222785
873,flight,222590
874,reserve,222544
875,agreement,222266
876,asian,222066
877,discovered,221751
878,saying,221742
879,covered,221733
880,contemporary,221661
881,newspaper,221550
882,inside,221422
883,estate,220564
884,officially,220491
885,physical,220385
886,directly,219108
887,secondary,218788
888,pennsylvania,218648
889,numbers,218301
890,latin,218274
891,levels,218164
892,marine,218037
893,shortly,218021
894,housing,217770
895,males,216918
896,scotland,216435
897,allow,216430
898,online,215737
899,facilities,215619
900,racing,215488
901,urban,215221
902,affairs,215171
903,super,214887
904,renamed,214745
905,whole,214500
906,speed,214263
907,corporation,214250
908,formerly,214147
909,function,214076
910,britain,213871
911,treatment,213869
912,growth,213742
913,beach,213618
914,positive,213363
915,miles,213096
916,avenue,212922
917,makes,212758
918,prominent,212715
919,effects,212356
920,soldiers,212149
921,climate,211911
922,peace,211814
923,sources,211607
924,immediately,211477
925,naval,211400
926,leadership,211133
927,computer,211105
928,initial,210975
929,value,210861
930,campus,210788
931,politics,210752
932,moving,210503
933,females,209685
934,households,209601
935,memorial,209270
936,typically,209230
937,planned,208723
938,words,207812
939,francisco,207453
940,conducted,207404
941,judge,207165
942,scene,206996
943,scottish,206767
944,boston,206733
945,prison,206542
946,deputy,206486
947,ordered,206283
948,voice,205941
949,acting,205416
950,michigan,205180
951,editor,205085
952,paper,204947
953,compared,204691
954,divided,204491
955,continue,203995
956,industrial,203964
957,jersey,203810
958,produce,203767
959,infantry,203678
960,reviews,203636
961,revealed,203429
962,representatives,203369
963,commonly,203306
964,intended,203273
965,smaller,203169
966,format,203141
967,activity,202965
968,highly,202491
969,leaders,202442
970,languages,202352
971,emperor,202112
972,removed,201863
973,clubs,201799
974,supreme,201734
975,label,201719
976,mount,201692
977,architecture,201033
978,efforts,201030
979,focus,200976
980,trial,200798
981,basis,200773
982,follows,200684
983,letter,200589
984,earth,200268
985,scientific,200145
986,appear,200126
987,alexander,199950
988,dedicated,199849
989,entertainment,199478
990,capacity,199470
991,quickly,199224
992,columbia,199079
993,potential,199055
994,types,198708
995,cricket,198583
996,communities,198412
997,combined,198115
998,winner,198087
999,races,198031
1000,jones,197966
1001,squadron,197703
1002,geography,197645
1003,assigned,197537
1004,champions,197408
1005,georgia,197284
1006,category,197052
1007,fleet,196816
1008,quality,196583
1009,featuring,196566
1010,rules,196484
1011,golden,196392
1012,economy,196038
1013,forward,195926
1014,probably,195450
1015,impact,195322
1016,respectively,195264
1017,episodes,195121
1018,advanced,195006
1019,purchased,194714
1020,opera,194711
1021,defeat,194614
1022,protection,194503
1023,agency,194488
1024,premier,194393
1025,organized,194001
1026,leaves,193785
1027,titled,193608
1028,environment,193575
1029,operating,193288
1030,analysis,193284
1031,floor,193167
1032,johnson,192981
1033,polish,192907
1034,register,192592
1035,votes,192497
1036,reach,192427
1037,recently,192395
1038,giving,192342
1039,metal,192248
1040,technical,192227
1041,coming,192029
1042,comedy,191827
1043,store,191610
1044,headquarters,191487
1045,comes,191084
1046,mixed,190985
1047,median,190855
1048,estimated,190404
1049,charge,190203
1050,exchange,190183
1051,direction,190019
1052,table,189947
1053,declared,189885
1054,attention,189703
1055,double,189552
1056,heritage,189535
1057,equipment,189492
1058,roles,189379
1059,destroyed,189133
1060,municipal,188940
1061,agreed,188917
1062,largely,188736
1063,williams,188285
1064,olympic,188103
1065,gained,188062
1066,sydney,187765
1067,build,187536
1068,percent,187364
1069,platform,187161
1070,concept,187049
1071,method,187017
1072,draft,186929
1073,adopted,186518
1074,critics,186396
1075,needed,186140
1076,approach,185974
1077,independence,185894
1078,drive,185869
1079,widely,185749
1080,actress,185680
1081,accepted,185596
1082,references,185400
1083,captured,185190
1084,illinois,185174
1085,notes,185017
1086,plants,184746
1087,suffered,184583
1088,blood,184456
1089,joint,184456
1090,israel,184239
1091,travel,184134
1092,block,183868
1093,morning,183830
1094,software,183688
1095,safety,183632
1096,hosted,183482
1097,occurred,183413
1098,railroad,183206
1099,clear,183204
1100,parties,182833
1101,confirmed,182169
1102,applied,181826
1103,sciences,181740
1104,positions,181674
1105,product,181612
1106,teaching,181555
1107,resulted,181468
1108,frank,181420
1109,except,181351
1110,opposition,181150
1111,disease,181110
1112,website,181044
1113,painting,180992
1114,fighting,180990
1115,ability,180934
1116,presence,180794
1117,scoring,180635
1118,distance,180436
1119,account,180241
1120,performances,180235
1121,legislative,180003
1122,organizations,179859
1123,models,179695
1124,figure,179606
1125,content,179594
1126,creation,179574
1127,serves,179248
1128,expanded,179217
1129,girls,179113
1130,victoria,179017
1131,yards,178829
1132,titles,178598
1133,color,178566
1134,medicine,178403
1135,mountains,178077
1136,taught,177444
1137,damage,177230
1138,teacher,176782
1139,amount,176747
1140,representative,176743
1141,recognized,176716
1142,massachusetts,176675
1143,pressure,176415
1144,revolution,176377
1145,returning,176294
1146,principal,176097
1147,sales,176084
1148,sites,175943
1149,squad,175873
1150,remain,175697
1151,buried,175613
1152,difficult,175549
1153,guard,175423
1154,identified,175372
1155,nominated,175265
1156,presidential,175239
1157,resources,175181
1158,berlin,175119
1159,garden,174761
1160,electric,174617
1161,seats,174596
1162,mentioned,174386
1163,losing,174159
1164,reduced,174048
1165,things,174043
1166,growing,173967
1167,younger,173914
1168,surname,173758
1169,honor,173729
1170,twice,173610
1171,traffic,173493
1172,theater,173414
1173,expected,173388
1174,offers,173185
1175,promotion,172976
1176,knowledge,172951
1177,guitar,172923
1178,santa,172888
1179,cemetery,172833
1180,scott,172765
1181,officials,172677
1182,problem,172350
1183,birth,172225
1184,origin,172145
1185,split,171849
1186,granted,171425
1187,windows,171337
1188,labour,171319
1189,reports,171152
1190,murder,171109
1191,inspired,171106
1192,bronze,171102
1193,elizabeth,170967
1194,regions,170643
1195,constitution,170493
1196,villages,170414
1197,surrounding,170408
1198,nation,170254
1199,resulting,170216
1200,sixth,170124
1201,brigade,170098
1202,freedom,169984
1203,spread,169761
1204,ranked,169735
1205,environmental,169718
1206,concert,169664
1207,authorities,169348
1208,palace,169187
1209,suggested,168939
1210,swedish,168801
1211,facility,168702
1212,alone,168218
1213,obtained,168180
1214,sport,168162
1215,constituency,168018
1216,claims,167850
1217,share,167597
1218,korea,167543
1219,finish,167513
1220,owner,167413
1221,doctor,166872
1222,providing,166648
1223,cancer,166546
1224,liberal,166508
1225,showed,166469
1226,newly,166422
1227,grade,166396
1228,situated,166165
1229,armed,165994
1230,actually,165922
1231,materials,165428
1232,trains,165098
1233,image,164872
1234,publication,164806
1235,continues,164799
1236,subsequent,164734
1237,imperial,164705
1238,density,164645
1239,designated,164481
1240,planning,164433
1241,beyond,164209
1242,interview,164156
1243,lieutenant,164093
1244,people's,164011
1245,offer,163645
1246,federation,163589
1247,cells,163383
1248,learning,163076
1249,crime,163018
1250,injury,162952
1251,ontario,162757
1252,challenge,162564
1253,machine,162480
1254,literary,162467
1255,exhibition,162402
1256,couple,162317
1257,versions,162166
1258,brazil,162112
1259,arrested,161972
1260,toronto,161968
1261,becomes,161730
1262,performing,161591
1263,something,161223
1264,horse,160978
1265,tried,160922
1266,receive,160902
1267,unique,160820
1268,develop,160741
1269,succeeded,160696
1270,atlantic,160665
1271,pakistan,160578
1272,korean,160270
1273,billion,160242
1274,letters,160067
1275,sexual,160045
1276,figures,159869
1277,battalion,159771
1278,grant,159639
1279,founder,159600
1280,price,159582
1281,attacks,159560
1282,theme,159557
1283,faculty,159475
1284,ultimately,159373
1285,gallery,159228
1286,effort,159069
1287,fields,158990
1288,philadelphia,158663
1289,personnel,158611
1290,connected,158356
1291,southeast,158227
1292,netherlands,158211
1293,convention,158136
1294,existing,158024
1295,classes,158022
1296,ocean,157720
1297,billboard,157577
1298,tradition,157557
1299,generation,157470
1300,situation,157418
1301,supply,156985
1302,conservative,156896
1303,religion,156868
1304,basic,156706
1305,alternative,156655
1306,founding,156589
1307,labor,156566
1308,retirement,156452
1309,fully,156440
1310,combat,156179
1311,permanent,156083
1312,household,155982
1313,simply,155930
1314,animals,155860
1315,allowing,155479
1316,districts,155429
1317,marked,155358
1318,visit,155268
1319,chosen,154848
1320,unable,154665
1321,northwest,154555
1322,trust,154523
1323,volume,154479
1324,completely,154327
1325,cannot,154322
1326,break,154291
1327,transfer,154247
1328,tells,154238
1329,conflict,154231
1330,gives,154189
1331,communist,154101
1332,alliance,154051
1333,agent,153872
1334,purpose,153823
1335,soccer,153777
1336,metres,153315
1337,falls,153288
1338,provincial,153274
1339,classic,153126
1340,properties,153123
1341,refused,152929
1342,supporting,152850
1343,bought,152612
1344,classical,152560
1345,achieved,152464
1346,investigation,152458
1347,documentary,152379
1348,defined,152355
1349,sides,152273
1350,yellow,152140
1351,storm,152002
1352,settled,151924
1353,articles,151919
1354,interior,151795
1355,relatively,151762
1356,entry,151753
1357,methods,151335
1358,crown,151290
1359,allows,151206
1360,domestic,151156
1361,memory,151071
1362,bring,150990
1363,programme,150952
1364,defence,150721
1365,reading,150714
1366,begin,150600
1367,oldest,150570
1368,educational,150421
1369,phase,150368
1370,unknown,150279
1371,creating,150251
1372,recognition,150185
1373,reference,150089
1374,poetry,150041
1375,examples,150010
1376,audience,149930
1377,intelligence,149871
1378,expansion,149850
1379,reason,149837
1380,towns,149723
1381,commissioned,149712
1382,claim,149662
1383,begins,149591
1384,steel,149569
1385,frequently,149515
1386,portion,149127
1387,scheduled,148968
1388,starring,148956
1389,orchestra,148690
1390,aired,148615
1391,maria,148605
1392,citizens,148574
1393,oxford,148407
1394,daniel,148343
1395,approved,148291
1396,nuclear,148072
1397,internet,147963
1398,visited,147960
1399,trees,147954
1400,brand,147894
1401,agricultural,147822
1402,jackson,147696
1403,transportation,147675
1404,holds,147647
1405,necessary,147558
1406,consisted,147542
1407,partner,147357
1408,broke,147339
1409,attempted,147285
1410,effective,146932
1411,search,146746
1412,institutions,146626
1413,francis,146232
1414,tropical,146167
1415,receiving,146145
1416,vehicles,146133
1417,sweden,146105
1418,internal,145997
1419,guest,145902
1420,shared,145736
1421,secret,145578
1422,philosophy,145467
1423,attempts,145033
1424,simple,144863
1425,stock,144484
1426,occupied,144314
1427,normal,144283
1428,metropolitan,144125
1429,actions,144076
1430,representing,144040
1431,prevent,143948
1432,adult,143916
1433,fought,143869
1434,studios,143776
1435,wilson,143707
1436,candidates,143612
1437,flying,143497
1438,children's,143368
1439,factory,143351
1440,maximum,143294
1441,lyrics,143246
1442,minnesota,143174
1443,powers,143153
1444,chris,143131
1445,treaty,143026
1446,arthur,142988
1447,entitled,142952
1448,criminal,142950
1449,don't,142774
1450,holding,142720
1451,sense,142709
1452,opposed,142420
1453,unlike,142368
1454,launch,142360
1455,sector,142248
1456,covers,142240
1457,faced,142220
1458,establishment,142004
1459,choice,142000
1460,qualified,141962
1461,attacked,141873
1462,dropped,141846
1463,identity,141792
1464,focused,141786
1465,perform,141628
1466,extensive,141541
1467,application,141424
1468,northeast,141217
1469,andrew,141207
1470,tennis,140822
1471,matter,140735
1472,vehicle,140401
1473,offices,140334
1474,represent,140329
1475,wrestling,140187
1476,employed,140096
1477,graduate,139972
1478,piece,139862
1479,increasing,139834
1480,ending,139439
1481,athletics,139420
1482,artillery,139380
1483,contributed,139199
1484,funding,139167
1485,dynasty,139076
1486,structures,139071
1487,hands,138957
1488,walls,138923
1489,taylor,138906
1490,architect,138816
1491,violence,138810
1492,specifically,138623
1493,copies,138559
1494,weekly,138331
1495,setting,138242
1496,finals,138060
1497,converted,137706
1498,hills,137691
1499,express,137645
1500,animal,137614
1501,meant,137488
1502,athletic,137480
1503,worldwide,137451
1504,locations,137272
1505,composition,136916
1506,regarding,136788
1507,speech,136784
1508,reasons,136717
1509,broadcasting,136706
1510,determined,136661
1511,steve,136289
1512,quarter,136249
1513,invasion,136112
1514,kansas,135822
1515,condition,135604
1516,fiction,135510
1517,contact,135497
1518,standards,135409
1519,publishing,135275
1520,davis,135195
1521,sunday,135124
1522,powerful,135011
1523,contest,134955
1524,engineer,134891
1525,circuit,134801
1526,historian,134784
1527,publications,134584
1528,finishing,134332
1529,journalist,134241
1530,moscow,134156
1531,roads,134030
1532,greatest,133994
1533,incorporated,133827
1534,communications,133799
1535,connection,133784
1536,cathedral,133499
1537,americans,133283
1538,centuries,133217
1539,ceremony,133207
1540,influenced,133187
1541,southwest,133153
1542,glass,133067
1543,slightly,133023
1544,parliamentary,132982
1545,passenger,132959
1546,developing,132780
1547,churches,132778
1548,invited,132763
1549,pieces,132693
1550,conservation,132663
1551,containing,132362
1552,applications,132275
1553,functions,132239
1554,occurs,132157
1555,expressed,132090
1556,needs,132039
1557,writers,131997
1558,reform,131883
1559,mexican,131673
1560,bureau,131622
1561,derived,131621
1562,pilot,131591
1563,programming,131589
1564,turkey,131536
1565,incident,131501
1566,missouri,131488
1567,canal,131485
1568,agriculture,131482
1569,count,131459
1570,birds,131424
1571,views,131319
1572,philippines,131197
1573,corner,131091
1574,collected,131030
1575,patients,130954
1576,abandoned,130898
1577,sought,130785
1578,streets,130393
1579,successfully,130230
1580,height,130187
1581,temperature,130142
1582,question,130137
1583,melbourne,130048
1584,chair,129946
1585,entrance,129859
1586,write,129653
1587,consecutive,129619
1588,resistance,129563
1589,mobile,129503
1590,funds,129489
1591,chapel,129251
1592,enemy,129137
1593,colonial,129038
1594,manchester,128960
1595,decades,128920
1596,weapons,128715
1597,survey,128447
1598,muslim,128440
1599,twelve,128429
1600,selection,128402
1601,passing,128304
1602,resigned,128266
1603,stating,128250
1604,think,128250
1605,display,128171
1606,advance,128036
1607,weight,128021
1608,vietnam,127985
1609,doing,127863
1610,refers,127754
1611,standing,127625
1612,orders,127596
1613,educated,127556
1614,stephen,127408
1615,escape,127408
1616,merged,127357
1617,lands,127040
1618,argued,127027
1619,scale,127002
1620,tennessee,126949
1621,registered,126933
1622,hired,126880
1623,cabinet,126871
1624,electoral,126664
1625,cambridge,126635
1626,herself,126595
1627,importance,126579
1628,stand,126542
1629,colonel,126494
1630,electronic,126461
1631,joining,126425
1632,ukraine,126365
1633,extension,126278
1634,failure,126259
1635,crisis,126200
1636,voted,126195
1637,serious,126059
1638,homes,126028
1639,lewis,125842
1640,target,125816
1641,contained,125436
